,agent,avg_reward,std_reward,step,test_id
93,ma2c_nc,-492.66382576966504,1.1368683772161603e-13,25140,-1
94,ma2c_nc,-838.2556604309838,0.0,25740,-1
95,ma2c_nc,-209.78983645406703,2.842170943040401e-14,26340,-1
96,ma2c_nc,-818.5968233988715,1.1368683772161603e-13,26760,-1
97,ma2c_nc,-343.97210057514303,0.0,27000,-1
98,ma2c_nc,-149.2826797751218,2.842170943040401e-14,27240,-1
99,ma2c_nc,-143.96362320312687,2.842170943040401e-14,27840,-1
100,ma2c_nc,-214.85792206397582,0.0,28260,-1
101,ma2c_nc,-120.22860579929203,1.4210854715202004e-14,28860,-1
102,ma2c_nc,-114.74224575473748,1.4210854715202004e-14,29280,-1
103,ma2c_nc,-278.39168813368167,5.684341886080802e-14,29520,-1
104,ma2c_nc,-295.9447301726587,5.684341886080802e-14,29760,-1
105,ma2c_nc,-421.0937324530851,1.7053025658242404e-13,30000,-1
106,ma2c_nc,-385.2858904552718,5.684341886080802e-14,30600,-1
107,ma2c_nc,-778.3623043276276,0.0,31080,-1
108,ma2c_nc,-341.37056615519504,5.684341886080802e-14,31680,-1
109,ma2c_nc,-511.6643842616974,0.0,32100,-1
110,ma2c_nc,-273.635333326874,5.684341886080802e-14,32340,-1
111,ma2c_nc,-112.77052793264134,0.0,32760,-1
112,ma2c_nc,-133.5715600814843,2.842170943040401e-14,33360,-1
113,ma2c_nc,-127.84304932440249,2.842170943040401e-14,33780,-1
114,ma2c_nc,-251.86105168219007,0.0,34260,-1
115,ma2c_nc,-561.3927975001526,1.1368683772161603e-13,34500,-1
116,ma2c_nc,-250.068467350392,5.684341886080802e-14,34920,-1
117,ma2c_nc,-383.88509133150825,5.684341886080802e-14,35520,-1
118,ma2c_nc,-568.3328398016356,0.0,36000,-1
119,ma2c_nc,-204.36380360112022,2.842170943040401e-14,36240,-1
120,ma2c_nc,-102.17705365984196,1.4210854715202004e-14,36660,-1
121,ma2c_nc,-409.7076298925987,5.684341886080802e-14,37260,-1
122,ma2c_nc,-119.15198325003031,4.263256414560601e-14,37860,-1
123,ma2c_nc,-136.71558351507818,0.0,38460,-1
124,ma2c_nc,-142.37822668119063,0.0,38700,-1
125,ma2c_nc,-318.37475507737895,0.0,38940,-1
126,ma2c_nc,-651.7461117624092,0.0,39420,-1
127,ma2c_nc,-134.40417101059896,2.842170943040401e-14,40020,-1
128,ma2c_nc,-168.46915090892097,0.0,40440,-1
129,ma2c_nc,-570.3737583473949,0.0,40920,-1
130,ma2c_nc,-223.6343995389611,5.684341886080802e-14,41520,-1
131,ma2c_nc,-244.91962564131273,2.842170943040401e-14,41760,-1
132,ma2c_nc,-857.0593193805935,0.0,42360,-1
133,ma2c_nc,-193.66772349697106,2.842170943040401e-14,42600,-1
134,ma2c_nc,-1404.717538025695,2834.116746652161,42840,-1
135,ma2c_nc,-985.2595021763497,1873.4135637341428,43020,-1
136,ma2c_nc,-724.5546440072613,2.2737367544323206e-13,43500,-1
137,ma2c_nc,-154.4101168209391,1.5178712490818445,43740,-1
138,ma2c_nc,-443.7507946019282,0.0,44220,-1
139,ma2c_nc,-239.26680979182265,2.842170943040401e-14,44640,-1
140,ma2c_nc,-225.77789340578494,2.842170943040401e-14,44880,-1
141,ma2c_nc,-545.7132987105305,0.0,45120,-1
142,ma2c_nc,-258.9982507744535,0.0,45540,-1
143,ma2c_nc,-564.251742416578,0.0,45780,-1
144,ma2c_nc,-361.8536562762361,0.0,45960,-1
145,ma2c_nc,-516.4539972389456,0.0,46440,-1
146,ma2c_nc,-336.1594744636331,0.0,46680,-1
147,ma2c_nc,-249.69343176993678,0.0,47100,-1
148,ma2c_nc,-635.5557861407002,3.095204774243405,47700,-1
149,ma2c_nc,-670.3583234338257,3.1789401347613584,47940,-1
150,ma2c_nc,-192.08246719975472,1.6957622098435223,48180,-1
151,ma2c_nc,-748.83780363883,7.020407969782105,48420,-1
152,ma2c_nc,-657.4122719300652,6.572374527496816,48660,-1
153,ma2c_nc,-431.3141701631621,5.306180377622628,49260,-1
154,ma2c_nc,-543.7202670920042,5.965266922968456,49500,-1
155,ma2c_nc,-890.345731519782,1928.049937385915,49800,-1
156,ma2c_nc,-135.63271373684248,40.108267000020916,50220,-1
157,ma2c_nc,-321.73622187608123,12.677541865189342,50820,-1
158,ma2c_nc,-111.2298775213941,15.70761435261716,51000,-1
159,ma2c_nc,-424.80933849285685,97.16680458395662,51240,-1
160,ma2c_nc,-750.2487125295806,7.0215519717472406,51480,-1
161,ma2c_nc,-150.80033450082163,33.20352649616086,51780,-1
162,ma2c_nc,-2375.039761271511,3345.53985383952,52020,-1
163,ma2c_nc,-2729.0353909928363,3635.922640151639,52200,-1
164,ma2c_nc,-2289.8775834075095,3444.2114355319295,52440,-1
165,ma2c_nc,-2875.731025857184,3590.868301654108,53040,-1
166,ma2c_nc,-3028.132355252259,3286.3992495329176,53220,-1
167,ma2c_nc,-617.1419606564342,1769.8128499897336,53460,-1
168,ma2c_nc,-1887.1897586278026,3215.234373907729,53880,-1
169,ma2c_nc,-2387.3085909150636,3386.7002527225172,54120,-1
170,ma2c_nc,-2007.8336528908742,2945.4855988733784,54300,-1
171,ma2c_nc,-1740.4763672749564,2966.9609266505704,54480,-1
172,ma2c_nc,-103.62727938693958,84.07584930339802,54900,-1
173,ma2c_nc,-127.99700230271512,127.92234859267467,55080,-1
174,ma2c_nc,-426.2753127732909,1144.5364995471732,55320,-1
175,ma2c_nc,-763.6803886290819,2104.555093288926,55680,-1
176,ma2c_nc,-2241.535681637357,3328.5641509472885,55920,-1
177,ma2c_nc,-700.3212671144134,2055.0366015812765,56100,-1
178,ma2c_nc,-32.66361431285906,67.59735745587206,56340,-1
179,ma2c_nc,-1189.3933537093951,2385.9717909261917,56940,-1
180,ma2c_nc,-1510.573927296793,2904.789406935807,57120,-1
181,ma2c_nc,-309.34516310562555,82.12185259220858,57300,-1
182,ma2c_nc,-2155.7224862583867,3375.3502659215396,57780,-1
183,ma2c_nc,-1996.3392392437659,3210.715865837746,58020,-1
184,ma2c_nc,-174.14879014939694,28.08889727719595,58200,-1
185,ma2c_nc,-569.9254893977946,1469.977450671005,58380,-1
186,ma2c_nc,-1474.4925335835178,2683.004291296204,58560,-1
187,ma2c_nc,-703.7949313182743,1552.6432523555382,58740,-1
188,ma2c_nc,-232.2652756938578,101.63493248688499,58920,-1
189,ma2c_nc,-1151.8892225750449,292.37073970561835,59100,-1
190,ma2c_nc,-270.78611451850924,58.74757844474885,59280,-1
191,ma2c_nc,-1144.3734646978826,2291.9550309697925,59460,-1
192,ma2c_nc,-1158.4927200118773,2491.3526674361133,59640,-1
193,ma2c_nc,-519.3202325956124,982.5631951750931,59820,-1
194,ma2c_nc,-629.5359696926619,1693.9944345276328,60000,-1
195,ma2c_nc,-113.18634944456309,20.666661809013046,60420,-1
196,ma2c_nc,-1812.6030788904527,3041.6538242042625,60600,-1
197,ma2c_nc,-1490.0893389303644,2678.2187468616366,60780,-1
198,ma2c_nc,-1171.8397084235257,2484.0610595300345,60960,-1
199,ma2c_nc,-141.22310603389056,169.36020444630856,61140,-1
200,ma2c_nc,-113.46709552139146,177.41670097002995,61320,-1
201,ma2c_nc,-1787.615470894538,3063.962710304679,61500,-1
202,ma2c_nc,-1181.0436585428713,2418.495596697422,61680,-1
203,ma2c_nc,-1633.5429710654487,2936.9556575517026,61860,-1
204,ma2c_nc,-1251.5006281002195,2526.0007284291128,62100,-1
205,ma2c_nc,-1949.9168057721206,3094.594083612511,62340,-1
206,ma2c_nc,-1304.946333051917,2245.7906253955066,62520,-1
207,ma2c_nc,-1299.8690556177078,2169.151909047239,62760,-1
208,ma2c_nc,-643.7778048397928,564.1835078037923,62940,-1
209,ma2c_nc,-2603.949783879097,3499.3450964166204,63180,-1
210,ma2c_nc,-1907.5708497582832,2492.647819657463,63360,-1
211,ma2c_nc,-2232.8374402033746,3285.7708662168975,63540,-1
212,ma2c_nc,-1092.3792927777301,2260.564299153279,63720,-1
213,ma2c_nc,-1995.6577333796297,3136.9932925854578,63960,-1
214,ma2c_nc,-171.0505476396967,37.69782964520398,64200,-1
215,ma2c_nc,-455.8962549314835,128.21403417746657,64380,-1
216,ma2c_nc,-654.0519179285881,142.20010389707534,64620,-1
217,ma2c_nc,-585.6765376008296,127.03274618604559,64800,-1
218,ma2c_nc,-423.2440519530848,94.07595531419537,64980,-1
219,ma2c_nc,-160.26791189233617,117.77693694644458,65220,-1
220,ma2c_nc,-752.3324780479229,1668.8015413370435,65460,-1
221,ma2c_nc,-569.9336810756013,1619.5529887611124,65700,-1
222,ma2c_nc,-200.39973946483158,45.59095956343371,65940,-1
223,ma2c_nc,-273.30246126173677,218.4334715769524,66180,-1
224,ma2c_nc,-370.43787048337117,182.82100498593366,66420,-1
225,ma2c_nc,-343.44950696782956,68.76495563080799,66660,-1
226,ma2c_nc,-626.5785199437599,322.0586349829716,66900,-1
227,ma2c_nc,-1712.7598305334034,2764.702982027441,67080,-1
228,ma2c_nc,-96.7796622180931,16.504449046997426,67320,-1
229,ma2c_nc,-98.15626659666331,14.182865265681501,67560,-1
230,ma2c_nc,-483.1160171311403,84.4118454404062,67800,-1
231,ma2c_nc,-248.1162006726388,40.855185776304616,68040,-1
232,ma2c_nc,-842.7202434183297,1460.1128413280353,68280,-1
233,ma2c_nc,-1673.7837380919445,2219.759527772934,68520,-1
234,ma2c_nc,-1696.0062592977822,2602.037668486612,68760,-1
235,ma2c_nc,-2049.8291321538177,3040.873454472562,69000,-1
236,ma2c_nc,-394.93808733608887,45.900871840861214,69180,-1
237,ma2c_nc,-419.5818973805842,49.316688686138775,69360,-1
238,ma2c_nc,-357.2110707700884,41.78419862182459,69540,-1
239,ma2c_nc,-465.5248650407411,56.53257689665914,69780,-1
240,ma2c_nc,-342.0354816878944,38.77136720578175,70020,-1
241,ma2c_nc,-225.95346504454133,44.705791765892315,70620,-1
242,ma2c_nc,-137.30850775863036,17.822623317401593,70800,-1
243,ma2c_nc,-1646.3107878795079,2708.394299644718,71040,-1
244,ma2c_nc,-462.87499505907374,103.59049795450274,71280,-1
245,ma2c_nc,-331.87568673780606,635.7123297773845,71880,-1
246,ma2c_nc,-349.5837177843032,55.72597162009377,72060,-1
247,ma2c_nc,-2095.3710235002886,3298.713344495499,72300,-1
248,ma2c_nc,-297.7338007473672,104.72753920683063,72540,-1
249,ma2c_nc,-340.6587281298319,59.193597422879336,72780,-1
250,ma2c_nc,-1936.43865794018,3194.587143118412,73020,-1
251,ma2c_nc,-278.76644602653687,44.36082548212942,73260,-1
252,ma2c_nc,-1467.750580479103,2655.717496809777,73500,-1
253,ma2c_nc,-58.17490388453264,7.197750799747051,73740,-1
254,ma2c_nc,-324.64626448942124,62.83198403836594,73980,-1
255,ma2c_nc,-201.37427745000943,36.254530564850924,74220,-1
256,ma2c_nc,-452.3378815113528,89.27876573871633,74460,-1
257,ma2c_nc,-699.3547461172403,2017.4484506450403,75060,-1
258,ma2c_nc,-585.4904797933704,1394.8410677605973,75300,-1
259,ma2c_nc,-626.3468640953124,124.76162973926408,75540,-1
260,ma2c_nc,-309.92148307708555,70.84744633116776,75720,-1
261,ma2c_nc,-1495.5830586920208,2807.530997351677,75960,-1
262,ma2c_nc,-1639.2218984827402,2974.910939742473,76200,-1
263,ma2c_nc,-495.3622588373288,89.15456193633567,76440,-1
264,ma2c_nc,-475.9761689061086,92.44741405037877,76680,-1
265,ma2c_nc,-1357.1147595730383,2735.614065705502,76860,-1
266,ma2c_nc,-1696.8839405524732,2888.8260747334143,77100,-1
267,ma2c_nc,-1568.320404184787,2924.232446116628,77280,-1
268,ma2c_nc,-149.52653323037234,36.254707573465545,77520,-1
269,ma2c_nc,-170.20076167478254,71.7222890214461,77700,-1
270,ma2c_nc,-512.3241048896172,282.1387626612105,77880,-1
271,ma2c_nc,-542.9740503060374,250.9431771482449,78120,-1
272,ma2c_nc,-1775.481493324825,2909.803878569586,78360,-1
273,ma2c_nc,-1517.2432061682161,2782.2582150378084,78600,-1
274,ma2c_nc,-2042.19913045951,3173.4857365592725,78780,-1
275,ma2c_nc,-118.86339766401007,54.35785509949819,79020,-1
276,ma2c_nc,-257.42205450007623,52.378514486917595,79200,-1
277,ma2c_nc,-1159.7018649719294,2385.913949599746,79440,-1
278,ma2c_nc,-2008.0922013893685,3122.6477179646754,79620,-1
279,ma2c_nc,-2035.42849652505,3108.089524467591,79800,-1
280,ma2c_nc,-2190.312740671796,3214.030579406056,79980,-1
281,ma2c_nc,-1463.5475405643188,2469.8514982277998,80160,-1
282,ma2c_nc,-2090.1460668876866,3115.904005925735,80340,-1
283,ma2c_nc,-1871.2986363785196,2344.4421565506464,80520,-1
284,ma2c_nc,-622.2618229897832,118.36711175639694,80700,-1
285,ma2c_nc,-1107.9633258836775,1866.1913423107974,80880,-1
286,ma2c_nc,-271.1372683651193,40.732975396431534,81060,-1
287,ma2c_nc,-658.5924000434763,551.8539757124142,81240,-1
288,ma2c_nc,-138.44388228687075,43.074764897051544,81420,-1
289,ma2c_nc,-1260.0720104201487,2202.2322824939147,81660,-1
290,ma2c_nc,-250.99241996505177,612.8978301852557,81900,-1
291,ma2c_nc,-1425.8892771853066,2702.2822009162755,82140,-1
292,ma2c_nc,-167.44649503342322,11.484639305555717,82380,-1
293,ma2c_nc,-1465.9494037313477,2016.7178517963382,82620,-1
294,ma2c_nc,-110.8298485995391,10.35975134269761,82860,-1
295,ma2c_nc,-359.41216957203056,50.54336514101632,83100,-1
296,ma2c_nc,-807.8242938025803,1875.5697077255268,83340,-1
297,ma2c_nc,-1679.2843598221825,2782.2101007260035,83520,-1
298,ma2c_nc,-620.2497906733591,905.8246951266432,83760,-1
299,ma2c_nc,-279.36021994880974,20.863060410243566,84000,-1
300,ma2c_nc,-169.79987628030116,29.328201724985824,84180,-1
301,ma2c_nc,-709.220946229432,63.996904928756855,84360,-1
302,ma2c_nc,-640.6186717555718,65.66384806823176,84540,-1
303,ma2c_nc,-130.73611499281463,43.17233000072694,84780,-1
304,ma2c_nc,-742.3051182342169,263.82431954397515,84960,-1
305,ma2c_nc,-581.6912354302744,194.35987863904444,85140,-1
306,ma2c_nc,-152.8076279877366,34.991146595143704,85320,-1
307,ma2c_nc,-476.1706413233428,1031.9286575721303,85560,-1
308,ma2c_nc,-138.11431036507395,30.713996277275392,85740,-1
309,ma2c_nc,-127.4106635169646,27.72647412279012,85920,-1
310,ma2c_nc,-2378.0889198722666,2777.901390205991,86160,-1
311,ma2c_nc,-541.8040101417707,248.88965568391217,86340,-1
312,ma2c_nc,-422.0879375487912,57.71178709691846,86520,-1
313,ma2c_nc,-590.8220487644403,114.33543747191334,86760,-1
314,ma2c_nc,-434.55270848367996,67.01097012088546,87000,-1
315,ma2c_nc,-432.1382802278126,68.4571298562935,87180,-1
316,ma2c_nc,-830.5510257204473,1833.8492195901845,87420,-1
317,ma2c_nc,-962.5885841540171,399.8352647068905,87600,-1
318,ma2c_nc,-1420.1752912729678,2725.3928485063716,87840,-1
319,ma2c_nc,-2339.3036034643837,2890.478261468217,88080,-1
320,ma2c_nc,-202.5356509794137,55.72527866984662,88320,-1
321,ma2c_nc,-1016.1898368797415,1615.667383400561,88500,-1
322,ma2c_nc,-655.6686475165925,458.69420559350897,88740,-1
323,ma2c_nc,-402.01286911589347,75.44557851218725,88920,-1
324,ma2c_nc,-506.97360608098745,122.32635195396162,89160,-1
325,ma2c_nc,-119.03380055806691,25.464915247575213,89400,-1
326,ma2c_nc,-283.5631876066851,77.20949658599648,89640,-1
327,ma2c_nc,-611.7784395613936,175.3578831968961,89760,-1
328,ma2c_nc,-658.5797417514314,227.22227548226397,90000,-1
329,ma2c_nc,-1095.5941590103291,2318.8980552765374,90240,-1
330,ma2c_nc,-695.8453499600314,233.00465519237338,90420,-1
331,ma2c_nc,-384.6716156617809,294.5937167489913,90660,-1
332,ma2c_nc,-874.5521274192076,186.28261678214588,90900,-1
333,ma2c_nc,-111.15313466362677,84.66649952236206,91140,-1
334,ma2c_nc,-318.48277347371146,43.03659492767448,91380,-1
335,ma2c_nc,-228.83321779987216,108.4931091603643,91620,-1
336,ma2c_nc,-1472.9078349462704,2891.6718178152682,91860,-1
337,ma2c_nc,-207.93330522150615,50.89580273355736,92100,-1
338,ma2c_nc,-1549.1817750986434,2748.14810964988,92340,-1
339,ma2c_nc,-398.807687243762,116.06881385539958,92580,-1
340,ma2c_nc,-31.87321836727467,25.84896603543599,92820,-1
341,ma2c_nc,-720.615516870528,149.02741776747655,93060,-1
342,ma2c_nc,-623.1332317056078,112.12541367560968,93300,-1
343,ma2c_nc,-220.61115660699696,49.49699628224656,93540,-1
344,ma2c_nc,-277.0362954113901,63.05323787108605,93780,-1
345,ma2c_nc,-146.63163214475566,3.285722442101989,94380,-1
346,ma2c_nc,-376.23418775475653,96.89520071278746,94620,-1
347,ma2c_nc,-339.47745291059323,4.693741545873154,94800,-1
348,ma2c_nc,-87.70193248910235,2.3418620380765436,95040,-1
349,ma2c_nc,-836.549345934214,1571.18681854314,95280,-1
350,ma2c_nc,-501.867799283209,5.749944442100825,95520,-1
351,ma2c_nc,-375.42569898360244,4.940397428333341,95760,-1
352,ma2c_nc,-254.35915067193184,4.05142525410447,96000,-1
353,ma2c_nc,-140.1560683517089,2.9846606429652183,96240,-1
354,ma2c_nc,-448.92769417994464,5.414152793378498,96420,-1
355,ma2c_nc,-137.91497097230297,3.062335475082613,96660,-1
356,ma2c_nc,-743.3097060311914,3.3473410221866584,96840,-1
357,ma2c_nc,-632.6359701109972,3.032426491954236,97140,-1
358,ma2c_nc,-95.63018276098403,1.1961139802286487,97380,-1
359,ma2c_nc,-243.1744899641408,1.9132696791824129,97620,-1
360,ma2c_nc,-772.8029299518029,3.418012044302378,97860,-1
361,ma2c_nc,-443.60745351122995,57.50071308375691,98100,-1
362,ma2c_nc,-300.6765027315045,6.005214281442728,98340,-1
363,ma2c_nc,-253.3978283083204,4.019508362266206,98580,-1
364,ma2c_nc,-426.7660968650632,5.273002851717589,98820,-1
365,ma2c_nc,-57.602397562908614,5.325537068520602,99060,-1
366,ma2c_nc,-154.22597292317644,12.22713481781688,99300,-1
367,ma2c_nc,-371.2389835410014,64.09857436414812,99540,-1
368,ma2c_nc,-753.2665990678786,7.055822001868718,99780,-1
369,ma2c_nc,-823.0504593841301,3.5276684749884213,100020,-1
370,ma2c_nc,-98.23762718758135,1.2124503222827596,100260,-1
371,ma2c_nc,-535.3158766563379,2.84323305238683,100500,-1
372,ma2c_nc,-863.7883981184873,3.6141361059546884,100740,-1
373,ma2c_nc,-230.82766450687967,3.87711219275487,100980,-1
374,ma2c_nc,-144.438396284612,1.472313981867338,101220,-1
375,ma2c_nc,-534.6617137353522,2.841489710812634,101520,-1
376,ma2c_nc,-353.3611330000377,2.308295637756912,101760,-1
377,ma2c_nc,-453.8452891597084,2.6172238767972,102000,-1
378,ma2c_nc,-474.6348569572129,2.676705166816918,102240,-1
379,ma2c_nc,-497.9024425551493,2.741751049926235,102840,-1
380,ma2c_nc,-220.80188136771196,1.82268273553172,103440,-1
381,ma2c_nc,-731.7824964964738,3.3258192613775206,103920,-1
382,ma2c_nc,-606.3415211200048,3.0265647436952507,104100,-1
383,ma2c_nc,-776.4794783090504,3.4261541860157134,104340,-1
384,ma2c_nc,-584.2145200447561,2.9706606556608937,104580,-1
385,ma2c_nc,-831.1213930957122,3.544966448093109,104820,-1
386,ma2c_nc,-316.1319101797152,4.5486704692060975,105060,-1
387,ma2c_nc,-583.8976114125455,6.204783837241306,105240,-1
388,ma2c_nc,-121.43386897482993,8.205702587273292,105420,-1
389,ma2c_nc,-317.24978338291106,16.966447836175384,106020,-1
390,ma2c_nc,-787.1889709820624,7.21430348959567,106260,-1
391,ma2c_nc,-639.425905981968,10.160313522022822,106500,-1
392,ma2c_nc,-165.6327396233472,14.044567359778858,107100,-1
393,ma2c_nc,-496.3100989034081,5.715629777524456,107340,-1
394,ma2c_nc,-91.67217677309071,5.7751296153734755,107940,-1
395,ma2c_nc,-340.72448207677655,4.724777009759302,108120,-1
396,ma2c_nc,-193.1292169670614,1.7040186704121678,108720,-1
397,ma2c_nc,-154.6934813700186,3.161345015511162,109320,-1
398,ma2c_nc,-823.545812509638,3.5287325739115567,109560,-1
399,ma2c_nc,-108.65418495480827,1.2756406444645656,110160,-1
400,ma2c_nc,-384.35522827524136,2.5214664563852174,110400,-1
401,ma2c_nc,-159.6135767006936,3.212346838188813,110580,-1
402,ma2c_nc,-217.73418247379604,1.8099097626146325,111180,-1
403,ma2c_nc,-717.4504774092235,3.293001412335888,111420,-1
404,ma2c_nc,-107.43309248754255,1.268394933954036,112020,-1
405,ma2c_nc,-183.09476081133965,1.6589042591090393,112260,-1
406,ma2c_nc,-312.7839471791572,4.524171803428018,112440,-1
407,ma2c_nc,-867.8346182205511,3.622611924737687,112680,-1
408,ma2c_nc,-377.23073922792594,10.077928535278017,113280,-1
409,ma2c_nc,-989.8913005861033,2155.7483381438315,113880,-1
410,ma2c_nc,-721.8766694987187,18.633655408687968,114480,-1
411,ma2c_nc,-453.3522564625777,5.459878945918916,115080,-1
412,ma2c_nc,-605.8577417629765,22.435966288679467,115380,-1
413,ma2c_nc,-468.8212544941779,8.674669990021474,115620,-1
414,ma2c_nc,-268.8607291455936,2.0122715950818897,115860,-1
415,ma2c_nc,-470.75918896728547,5.564914989115347,116100,-1
416,ma2c_nc,-503.3230747287666,5.756312671330182,116340,-1
417,ma2c_nc,-83.29817169989167,5.906051529339241,116940,-1
418,ma2c_nc,-326.27405657937953,4.622101938913488,117120,-1
