,agent,avg_reward,std_reward,step,test_id
0,ia2c,-171.17160974010082,0.0,240,-1
1,ia2c,-411.2324417523774,0.0,480,-1
2,ia2c,-209.25999407323636,2.842170943040401e-14,660,-1
3,ia2c,-529.3443584231762,1.1368683772161603e-13,840,-1
4,ia2c,-473.61145610122816,0.0,1140,-1
5,ia2c,-200.7665331979121,2.842170943040401e-14,1380,-1
6,ia2c,-852.6602104161154,2.2737367544323206e-13,1560,-1
7,ia2c,-261.10355506924543,5.684341886080802e-14,1800,-1
8,ia2c,-604.1899114942023,1.1368683772161603e-13,1980,-1
9,ia2c,-523.6257724507814,0.0,2220,-1
10,ia2c,-738.6320163056861,1.1368683772161603e-13,2460,-1
11,ia2c,-116.01947364552369,0.0,2640,-1
12,ia2c,-603.6919679209666,1.1368683772161603e-13,2880,-1
13,ia2c,-313.1293892077561,5.684341886080802e-14,3120,-1
14,ia2c,-329.5582963780889,5.684341886080802e-14,3360,-1
15,ia2c,-305.9281677894236,0.0,3600,-1
16,ia2c,-569.0404149978986,569.2845046258511,3840,-1
17,ia2c,-2320.8923350752025,3207.812871780466,4080,-1
18,ia2c,-143.9939289885363,66.12724304494594,4260,-1
19,ia2c,-1469.5854377962971,2833.0693489537266,4500,-1
20,ia2c,-1118.8921693831915,1791.9599800570504,4680,-1
21,ia2c,-152.81058605202875,42.97589300838124,4920,-1
22,ia2c,-385.5487302329482,112.67763095410606,5160,-1
23,ia2c,-160.5584490570815,38.07182270090001,5400,-1
24,ia2c,-106.84359956560537,38.018441999646136,5640,-1
25,ia2c,-57.75715720900683,11.342248524045191,5880,-1
26,ia2c,-141.80312633367382,38.801649777537946,6120,-1
27,ia2c,-69.35717636649814,25.915434552087415,6360,-1
28,ia2c,-116.15299479136976,24.336069683032292,6600,-1
29,ia2c,-507.00011960323553,65.22688992188598,6840,-1
30,ia2c,-77.44121722761733,13.891582054106635,7080,-1
31,ia2c,-104.77827133006787,18.33619379998676,7320,-1
32,ia2c,-140.6600618302247,23.694605116961302,7560,-1
33,ia2c,-62.85553267129644,10.897408710452508,7800,-1
34,ia2c,-232.71402984025863,37.058725989666094,8040,-1
35,ia2c,-140.22817568267558,20.155258627253737,8280,-1
36,ia2c,-67.74271420081092,10.221489474872643,8520,-1
37,ia2c,-111.29317072189326,17.113956600738852,8760,-1
38,ia2c,-298.55288796946917,46.73672511905623,9000,-1
39,ia2c,-87.82172026298724,16.001412851948896,9240,-1
40,ia2c,-453.69044945377846,65.69019028863634,9480,-1
41,ia2c,-346.18045270761115,51.365825575814384,9660,-1
42,ia2c,-106.73956520770889,18.664961646504793,9900,-1
43,ia2c,-361.2476763872126,50.350932982004615,10140,-1
44,ia2c,-245.94916138949978,37.821679975135986,10380,-1
45,ia2c,-280.87657947315563,40.61670743746939,10620,-1
46,ia2c,-86.66064145083008,15.27349377190267,10860,-1
47,ia2c,-53.201107947584504,9.348825397152343,11100,-1
48,ia2c,-114.20673280735045,19.555148371672676,11340,-1
49,ia2c,-78.32755784124791,13.567097546311947,11580,-1
50,ia2c,-163.4292434835174,27.07939127562294,11820,-1
51,ia2c,-88.34610333431881,15.082395085204915,12060,-1
52,ia2c,-177.0717038155908,25.861584902346383,12300,-1
53,ia2c,-616.6007869290347,53.726892162552325,12480,-1
54,ia2c,-370.90543642708514,39.18942380541674,12720,-1
55,ia2c,-91.42055660467197,15.297682574787537,12960,-1
56,ia2c,-75.99272270349307,13.13349004059132,13200,-1
57,ia2c,-79.97896991730286,12.751431313825844,13440,-1
58,ia2c,-876.2966650434355,183.8602572994067,13680,-1
59,ia2c,-99.25261564437837,12.627055632281555,13920,-1
60,ia2c,-643.4593663797464,59.042727335769385,14160,-1
61,ia2c,-673.2278029476248,63.865781177974355,14400,-1
62,ia2c,-145.29931378022727,12.010189309014127,14640,-1
63,ia2c,-611.9073753608168,74.30189070471783,14880,-1
64,ia2c,-326.98232818560626,51.17393719821038,15120,-1
65,ia2c,-753.1731513726677,76.93071424753934,15360,-1
66,ia2c,-147.27476086330284,15.019892986791037,15600,-1
67,ia2c,-441.6511908436223,53.52295341573131,15840,-1
68,ia2c,-294.68232949150496,24.13229637132557,16080,-1
69,ia2c,-580.9155043584587,30.69532165427547,16320,-1
70,ia2c,-700.268793956641,19.174263053169653,16560,-1
71,ia2c,-313.71160590739896,12.605338964124751,16800,-1
72,ia2c,-192.88254969869658,9.715815415849992,17040,-1
73,ia2c,-110.65956253064908,4.111299675459431,17280,-1
74,ia2c,-660.3324452425069,6.602338983755842,17580,-1
75,ia2c,-269.6164541920812,5.684341886080802e-14,17820,-1
76,ia2c,-293.76776100711544,0.0,18060,-1
77,ia2c,-254.55502412803645,0.0,18300,-1
78,ia2c,-482.0648386347643,5.684341886080802e-14,18600,-1
79,ia2c,-122.16678303673791,1.4210854715202004e-14,18840,-1
80,ia2c,-168.6891022331902,0.0,19080,-1
81,ia2c,-368.6697480724972,0.0,19380,-1
82,ia2c,-294.07984010214153,0.0,19680,-1
83,ia2c,-419.91899238641867,5.684341886080802e-14,19980,-1
84,ia2c,-411.6373478458572,5.19962312224325,20280,-1
85,ia2c,-705.0406626985626,6.888515782813108,20580,-1
86,ia2c,-108.28620023731604,2.7216709468006,21180,-1
87,ia2c,-395.0821013070454,5.205965992438238,21480,-1
88,ia2c,-409.6394793065956,0.0,22080,-1
89,ia2c,-596.521851221044,3.0018833934038227,22380,-1
90,ia2c,-608.4700118022705,3.0318881969421225,22620,-1
91,ia2c,-833.7333621512123,3.5505465247845347,22920,-1
92,ia2c,-565.9729265958471,0.0,23160,-1
93,ia2c,-471.6669267966477,2.6682944709096392,23460,-1
94,ia2c,-782.8859412906885,7.1943921570495,23760,-1
95,ia2c,-183.0913013050075,3.445492286855647,24060,-1
96,ia2c,-894.4817164645883,331.6344243892005,24360,-1
97,ia2c,-516.4667953546893,81.76196017699164,24960,-1
98,ia2c,-134.97054006620658,11.434848303140384,25200,-1
99,ia2c,-149.10532586743417,34.500582781158506,25500,-1
100,ia2c,-221.45838072160555,51.22245295365191,25740,-1
101,ia2c,-184.8893093787121,27.289794096550686,26040,-1
102,ia2c,-114.74224575473748,1.4210854715202004e-14,26640,-1
103,ia2c,-278.39168813368167,5.684341886080802e-14,27240,-1
104,ia2c,-295.9447301726587,5.684341886080802e-14,27840,-1
105,ia2c,-421.0937324530851,1.7053025658242404e-13,28440,-1
106,ia2c,-385.2858904552718,5.684341886080802e-14,29040,-1
107,ia2c,-778.3623043276276,0.0,29340,-1
108,ia2c,-341.37056615519504,5.684341886080802e-14,29940,-1
109,ia2c,-267.0822978368105,44.43871380839831,30540,-1
110,ia2c,-273.635333326874,5.684341886080802e-14,30780,-1
111,ia2c,-93.37990907372752,2.5293731640506536,31380,-1
112,ia2c,-133.5715600814843,2.842170943040401e-14,31980,-1
113,ia2c,-67.89829294626207,8.777738678897814,32220,-1
114,ia2c,-169.53828637391095,14.057876155908017,32460,-1
115,ia2c,-1614.020016797134,2650.3028957995843,33060,-1
116,ia2c,-112.19113911774218,59.95318071284653,33660,-1
117,ia2c,-2122.9494054838,3169.4779682149247,33900,-1
118,ia2c,-8228.943753565747,10319.371471875984,34140,-1
119,ia2c,-199.1544529372428,32.362060829945435,34740,-1
120,ia2c,-22.226745540823227,33.30674702859634,35340,-1
121,ia2c,-172.73774055573702,105.25403692198216,35580,-1
122,ia2c,-897.8866178829409,855.6704271969247,36180,-1
123,ia2c,-1401.0277625836227,2907.5338093931223,36780,-1
